,Tweet,Date,Label
5438,rt roger federer taken five set came covddahfklg cojoth,RT @BBCSport: Roger Federer was taken to five sets again at the #USOpen - but he came through https://t.co/vDdAhfKL5g https://t.co/3JO7T2H8…,0
5439,rt roger federer taken five set came covddahfklg cojoth,RT @BBCSport: Roger Federer was taken to five sets again at the #USOpen - but he came through https://t.co/vDdAhfKL5g https://t.co/3JO7T2H8…,0
5440,rt roger federer taken five set came covddahfklg cojoth,RT @BBCSport: Roger Federer was taken to five sets again at the #USOpen - but he came through https://t.co/vDdAhfKL5g https://t.co/3JO7T2H8…,0
5441,rt roger federer taken five set came covddahfklg cojoth,RT @BBCSport: Roger Federer was taken to five sets again at the #USOpen - but he came through https://t.co/vDdAhfKL5g https://t.co/3JO7T2H8…,0
5442,roger federer taken five set came covddahfklg cojothxo,Roger Federer was taken to five sets again at the #USOpen - but he came through https://t.co/vDdAhfKL5g https://t.co/3JO7T2H8XO,0
5443,nadal take favourite federer laboured thru match youzhny,Nadal takes over as #USOpen favourite after Federer laboured thru his match with Youzhny.,1
5444,nadal take favourite federer laboured thru match youzhny,Nadal takes over as #USOpen favourite after Federer laboured thru his match with Youzhny.,1
5445,nadal take favourite federer laboured thru match youzhny,Nadal takes over as #USOpen favourite after Federer laboured thru his match with Youzhny.,1
5446,rt roger win nd setter row new york mikhail youzhny worrying,RT @WeAreTennis: Roger #Federer wins a 2nd 5-setter in a row in New-York vs Mikhail Youzhny 6-1 6-7 4-6 6-4 6-2! Worrying? 🤔 #USOpen https:…,0
5447,rt another thrilling five set win roger no wonder im smiling cow,"RT @njburkett7: Another thrilling, five-set win for Roger #Federer at the @usopen?  No wonder I'm smiling!  #Federer #USOpen https://t.co/w…",0
5448,rt federer my back better first round happy grind,"RT @Ubitennis: Federer:""My back is better than the first round. Happy to be through, it was a grind""#USOpen",1
5449,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5450,roger federers response surviving epic ka boom,Roger Federer's response to surviving a #USOpen epic? KA-BOOM!,1
5451,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5452,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5453,rt exhibition stuff federer youzhny covjxdnisgl,RT @Eurosport_UK: Exhibition stuff from Federer and Youzhny 👏 #USOpen https://t.co/VJXDNis9gl,1
5454,day federer nadal survive further scare wilander hail exciting shapovalov coczmozfis,"#USOpen Day 4 @TennisPocast - Federer, Nadal Survive Further Scares; Wilander Hails ‘Exciting’ Shapovalov https://t.co/1cZmo0zFis",1
5455,though federer survives nd set match his play invite question cozufrmbmo via it back,"""Though Federer Survives 2nd 5-Set Match, His Play Invites Questions"" https://t.co/Z6UF5Rmbmo via @nytimes #USOPEN It has to be his back",1
5456,close goat reuters cojowvdwxhmx,Close up with the GOAT... #usopen #blackandwhite (reuters) https://t.co/jOwvdWxhMX,0
5457,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5458,rt federer my back better first round happy grind,"RT @Ubitennis: Federer:""My back is better than the first round. Happy to be through, it was a grind""#USOpen",1
5459,rt roger federer action today day four coucglfkgc,RT @BBCSport: Roger Federer is in action today on day four of the #USOpen 👉https://t.co/UCGl4FkGC0,1
5460,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5461,wtf roger set,Wtf Roger... 5 sets 🙄🤷‍♂️ #USOpen,0
5462,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5463,rt roger federer survives another five set match beat mikhail youhzny reach,"RT @josemorgado: Roger Federer survives another five sets match, beats Mikhail Youhzny 6-1, 6-7(3), 4-6, 6-4, 6-2 to reach the #USOpen R3.…",0
5464,im going start calling roger houdini,I'm going to start calling him Roger Houdini #UsOpen,1
5465,rt roger federer taken five set second time three day covddahgmtq htt,RT @BBCSport: Roger Federer was taken to five sets for the second time in three days at the #USOpen. https://t.co/vDdAhg2mtQ #bbctennis htt…,0
5466,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5467,roger federer make another five setter nadal get,Roger Federer just about makes it through in another five setter and Nadal gets through in 4. #USOpen,0
5468,roger federer rafael nadal battled last yesterday cohdwwepfv couamysznia,Roger Federer and Rafael Nadal battled into the #USOpen last 32 Yesterday. https://t.co/hdWWePF0v3 https://t.co/uA3MYSZnIa,1
5469,rt roger win nd setter row new york mikhail youzhny worrying,RT @WeAreTennis: Roger #Federer wins a 2nd 5-setter in a row in New-York vs Mikhail Youzhny 6-1 6-7 4-6 6-4 6-2! Worrying? 🤔 #USOpen https:…,0
5470,rt roger win nd setter row new york mikhail youzhny worrying,RT @WeAreTennis: Roger #Federer wins a 2nd 5-setter in a row in New-York vs Mikhail Youzhny 6-1 6-7 4-6 6-4 6-2! Worrying? 🤔 #USOpen https:…,0
5471,rt federer my back better first round happy grind,"RT @Ubitennis: Federer:""My back is better than the first round. Happy to be through, it was a grind""#USOpen",1
5472,federer edge youzhny enter third round republic world coonjmiyasc,#USOpen: Federer edges Youzhny to enter third round - Republic World #player #RogerFederer #UnitedStates...… https://t.co/oN7jmiYaSc,1
5473,oh youzhny medical time struggling still took federer five,"Oh. Youzhny had a medical time out and was struggling, but still took Federer to five 🔥. #USOpen",0
5474,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5475,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5476,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5477,rt youzhny put positive spin losing streak federer,RT @ConceptGrp: Youzhny puts positive spin on 17-0 losing streak with Federer,1
5478,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5479,we see roger last two match close trouble ur old leg till get,@usopen @rogerfederer We can see that Roger.Last two matches has been close.Trouble ur old legs😂 till we get there #USOpen,1
5480,roger rafa benefitted playing monday their opponent brutal st rnd yesterday lost gas match went,Roger and Rafa were benefitted by playing on Monday. Their opponents had brutal 1st rnd yesterday and lost gas as the match went on #USOpen,0
5481,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5482,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5483,rt federer really need improve game two setter victory isnt comfortable,RT @Akintundee: Federer really needs to improve his game.  Two 5-setter victories isn't comfortable..  #usopen #tennis #Usopen2017,0
5484,roger federer take bow at still play like young bloke,"Roger Federer, take a bow. At 35 still plays like a young bloke. #USOpen",0
5485,federer making set dropped wimbledon vengeance itna paisa vasool bhi nahi chahiye bos,"Federer making up for the sets not dropped at Wimbledon with a vengeance. Itna paisa vasool bhi nahi chahiye, Boss. #USOpen",0
5486,rt youzhny put positive spin losing streak federer,RT @ConceptGrp: Youzhny puts positive spin on 17-0 losing streak with Federer,1
5487,rt roger federer beat mikhail youhzny set cohsrwgn,"RT @halkbet_eng: Roger Federer beats Mikhail Youhzny in 5 sets: 6-1, 6-7(3), 4-6, 6-4, 6-2. #USOpen #Usopen2017 https://t.co/0h6SRw93Gn",1
5488,rt geonewssport federer nadal battle coumvhodcaj,"RT geonews_sport: Federer, Nadal battle through at #USOpen https://t.co/Um1VHODCAJ",1
5489,rt roger win nd setter row new york mikhail youzhny worrying,RT @WeAreTennis: Roger #Federer wins a 2nd 5-setter in a row in New-York vs Mikhail Youzhny 6-1 6-7 4-6 6-4 6-2! Worrying? 🤔 #USOpen https:…,0
5490,rt federer nadal battle coguppxgvgei,"RT @geonews_sport: Federer, Nadal battle through at #USOpen https://t.co/GuppXGVGei",1
5491,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5492,federer nadal battle coguppxgvgei,"Federer, Nadal battle through at #USOpen https://t.co/GuppXGVGei",1
5493,roger federer beat mikhail youhzny set cohsrwgn,"Roger Federer beats Mikhail Youhzny in 5 sets: 6-1, 6-7(3), 4-6, 6-4, 6-2. #USOpen #Usopen2017 https://t.co/0h6SRw93Gn",1
5494,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5495,federer probably anticipating qf nadal practising setter,Federer is probably anticipating a QF against Nadal and so practising with a few 5 setters! #USOpen,1
5496,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5497,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5498,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5499,rt through set federer hit backhand winner backhand unforced error this year strength,"RT @BenRothenberg: Through 8 sets at #USOpen, Federer has hit 10 backhand winners vs 48 backhand unforced errors. This year's strength has…",1
5500,rt roger federer needed second successive five setter reach third round overcame fellow veteran mikha,RT @SuperSportTV: Roger Federer needed a second successive five-setter to reach the #USOpen third round as he overcame fellow veteran Mikha…,0
5501,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5502,rt roger federer needed second successive five setter reach third round overcame fellow veteran mikha,RT @SuperSportTV: Roger Federer needed a second successive five-setter to reach the #USOpen third round as he overcame fellow veteran Mikha…,0
5503,rt roger federer certainly isnt making easy fan,RT @thefield_in: #FreezeFrame: Roger Federer certainly isn't making it easy for the fans. #USOpen,0
5504,rt roger federer avoided upset first round defeating france tiafoe five set,RT @TwitterMoments: Roger Federer has avoided an upset in the first round of the #USOpen by defeating Frances Tiafoe in five sets. https://…,0
5505,rt federer the surface little bit slower year easy hit ace winner,"RT @Ubitennis: Federer:""The surface is a little bit slower this year, not so easy to hit aces and winners at will""#USOpen",1
5506,rt roger federer certainly isnt making easy fan,RT @thefield_in: #FreezeFrame: Roger Federer certainly isn't making it easy for the fans. #USOpen,0
5507,rt roger federer certainly isnt making easy fan,RT @thefield_in: #FreezeFrame: Roger Federer certainly isn't making it easy for the fans. #USOpen,0
5508,roger federer certainly isnt making easy fan,#FreezeFrame: Roger Federer certainly isn't making it easy for the fans. #USOpen,0
5509,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5510,federer incredible,Federer is incredible! #USOpen,1
5511,still doubting rf goat credential here another one cotbhzzikeqi via,Still Doubting RF's GOAT 🐐 Credentials? Here's Another One👏💪🏽👍✅  #atp #tennis #usopen #federer https://t.co/TBHZzIkeqI via @YouTube,1
5512,federer twin yesterday oh god cute,Federer Twins yesterday Oh my god so cute😍😍😍😘😘 #USOpen,0
5513,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5514,rt through set federer hit backhand winner backhand unforced error this year strength,"RT @BenRothenberg: Through 8 sets at #USOpen, Federer has hit 10 backhand winners vs 48 backhand unforced errors. This year's strength has…",1
5515,rt roger federers backhand stunk real bad,RT @BenRothenberg: Roger Federer's backhand at this #USOpen has stunk real bad.,0
5516,rt roger federer playing like yet he train third youzhny,"RT @BenRothenberg: Roger Federer just not playing like himself yet at this #USOpen. He trains 2-4 in the third vs Youzhny, against whom he…",0
5517,rt time champion roger federer battled past russia mikhail youzhny progress,"RT @SuperSportBlitz: 5-time champion Roger Federer battled past Russia’s Mikhail Youzhny 6-1, 6-7, 4-6, 6-4, 6-2 to progress to the #USOpen…",1
5518,both roger federer rafael nadal came behind reach third round,Both Roger Federer &amp; Rafael Nadal came from behind to reach the third round of the  #USOpen #Tennis #PSS,0
5519,rt congrats roger win worried im flying nyc come watch win lose youzhny,RT @djsbu: Congrats Roger for this win. I was worried I'm flying to NYC to come watch you win no.20 &amp; you lose to Youzhny  #USOpen #Usopen2…,0
5520,rt federer im playing bad lot ups down expected given preparation,"RT @vgibertini: Federer:""I'm not playing all that bad, just a lot of ups and downs, but I expected it given my preparation"" #USOpen",0
5521,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5522,rt big second set win mikhail youzhny federer maintain intensity comczfjxhdi,RT @usopen: Big second set win for Mikhail Youzhny vs Federer 7-6(3)...can he maintain the intensity? #USOpen @MBUSA https://t.co/mCZFJ1xhdI,1
5523,rt roger win nd setter row new york mikhail youzhny worrying,RT @WeAreTennis: Roger #Federer wins a 2nd 5-setter in a row in New-York vs Mikhail Youzhny 6-1 6-7 4-6 6-4 6-2! Worrying? 🤔 #USOpen https:…,0
5524,both roger federer rafael nadal come behind reach third round contbtzvqkk,Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen… https://t.co/NtBtzV4qKK,0
5525,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5526,roger federer taken five set second time three day overcoming russia mikhail youzhny,Roger Federer was taken to five sets for the second time in three days before overcoming Russia's Mikhail Youzhny at the #USOpen,0
5527,rt roger federer needed second successive five setter reach third round overcame fellow veteran mikha,RT @SuperSportTV: Roger Federer needed a second successive five-setter to reach the #USOpen third round as he overcame fellow veteran Mikha…,0
5528,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5529,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5530,rt roger federer set beat mikhail youzhny reach rd round,"RT @deejayfaremi: Roger Federer does it in 5 sets. Beats Mikhail Youzhny 6-1, 6-7, 4-6, 6-4, 6-2 to reach the 3rd round at #USOpen",0
5531,bbcsport both roger federer rafael nadal come behind reach third round cocbaannxvap,BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen… … https://t.co/CBaANnxvap,0
5532,both roger federer rafael nadal come behind reach third round cosxsrszeje,Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen… https://t.co/SXSr3sZEjE,0
5533,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5534,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5535,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5536,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5537,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5538,rt the bad news federer isnt playing well,RT @Tennis19MAD: The bad news; Federer isn't playing well at all.,0
5539,rt roger federer needed second successive five setter reach third round overcame fellow veteran mikha,RT @SuperSportTV: Roger Federer needed a second successive five-setter to reach the #USOpen third round as he overcame fellow veteran Mikha…,0
5540,rt time champion roger federer battled past russia mikhail youzhny progress,"RT @SuperSportBlitz: 5-time champion Roger Federer battled past Russia’s Mikhail Youzhny 6-1, 6-7, 4-6, 6-4, 6-2 to progress to the #USOpen…",1
5541,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5542,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5543,bbcsport both roger federer rafael nadal come behind reach third round cobxxwudtw,BBCSport : Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen… …… https://t.co/BXX22wUDTW,0
5544,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5545,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5546,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5547,open roger federer rafael nadal battle woman draw take hit,"US Open 2017: Roger Federer, Rafael Nadal battle through, women’s draw takes hit",1
5548,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5549,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5550,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5551,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5552,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5553,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5554,rt like federer earlier day nadal come behind progress third round,"RT @IExpressSports: Like Federer earlier in the day, Nadal too comes from behind to progress to third round at #USOpen",0
5555,like federer earlier day nadal come behind progress third round,"Like Federer earlier in the day, Nadal too comes from behind to progress to third round at #USOpen",0
5556,rt roger federer set beat mikhail youzhny reach rd round,"RT @deejayfaremi: Roger Federer does it in 5 sets. Beats Mikhail Youzhny 6-1, 6-7, 4-6, 6-4, 6-2 to reach the 3rd round at #USOpen",0
5557,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5558,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5559,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5560,rt both roger federer rafael nadal come behind reach third round covddahgmtq,RT @BBCSport: Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen https://t.co/vDdAhg2mtQ h…,0
5561,both roger federer rafael nadal come behind reach third round copdoplrwftx,Both Roger Federer and Rafael Nadal had to come from behind to reach the third round of the #USOpen… https://t.co/PDoPLrwFTX,0
5562,rt nadal federer thiem del potro dimitrov,RT @ATPWorldTour: Nadal ▶️ Federer ▶️ Thiem ▶️ del Potro ▶️ Dimitrov,1
5563,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5564,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5565,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5566,rt fact federer loses first set hard court youzhny since stockholm cophzqxbe,RT @ATPWorldTour: Fact ➡️ Federer loses his first set on a hard court vs Youzhny since Stockholm 2000. #usopen https://t.co/pHZQ00xb1E,0
5567,roger federer giving heart attack setter,Roger Federer is giving me heart attacks with those 5 setters..,0
5568,rt federer knew would struggle first round maybe struggled thought play tennis,"RT @Ubitennis: Federer:""I knew I would struggle in first rounds, maybe I struggled more than I thought, now on to play tennis""#USOpen",0
5569,rt nadal federer thiem del potro dimitrov,RT @ATPWorldTour: Nadal ▶️ Federer ▶️ Thiem ▶️ del Potro ▶️ Dimitrov,1
5570,rt time champion roger federer battled past russia mikhail youzhny progress,"RT @SuperSportBlitz: 5-time champion Roger Federer battled past Russia’s Mikhail Youzhny 6-1, 6-7, 4-6, 6-4, 6-2 to progress to the #USOpen…",1
5571,rt youzhny put positive spin losing streak federer,RT @ConceptGrp: Youzhny puts positive spin on 17-0 losing streak with Federer,1
5572,rt roger federer needed second successive five setter reach third round overcame fellow veteran mikha,RT @SuperSportTV: Roger Federer needed a second successive five-setter to reach the #USOpen third round as he overcame fellow veteran Mikha…,0
5573,rt time champion roger federer battled past russia mikhail youzhny progress,"RT @SuperSportBlitz: 5-time champion Roger Federer battled past Russia’s Mikhail Youzhny 6-1, 6-7, 4-6, 6-4, 6-2 to progress to the #USOpen…",1
5574,rt roger win nd setter row new york mikhail youzhny worrying,RT @WeAreTennis: Roger #Federer wins a 2nd 5-setter in a row in New-York vs Mikhail Youzhny 6-1 6-7 4-6 6-4 6-2! Worrying? 🤔 #USOpen https:…,0
5575,rt roger federer needed second successive five setter reach third round overcame fellow veteran mikha,RT @SuperSportTV: Roger Federer needed a second successive five-setter to reach the #USOpen third round as he overcame fellow veteran Mikha…,0
5576,rt roger federer game,RT @TI829: Roger Federer won the game!,0
5577,rt after seeing playing mcenroe would saying beat federer,"RT @TimesOFootball: @usopen @rogerfederer After seeing @rogerfederer  playing , McEnroe would be saying, I can beat Federer.",1
5578,hell yes roger into rd round go couuhyj,HELL YES ROGER!!! Into the 3rd Round we go... #Federer #USOpen #Bel20ve https://t.co/U52uhyJ790,0
5579,rt federer knew would struggle first round maybe struggled thought play tennis,"RT @Ubitennis: Federer:""I knew I would struggle in first rounds, maybe I struggled more than I thought, now on to play tennis""#USOpen",0
5580,rt roger federer needed second successive five setter reach third round overcame fellow veteran mikha,RT @SuperSportTV: Roger Federer needed a second successive five-setter to reach the #USOpen third round as he overcame fellow veteran Mikha…,0
5581,rt federer im playing bad lot ups down expected given preparation,"RT @vgibertini: Federer:""I'm not playing all that bad, just a lot of ups and downs, but I expected it given my preparation"" #USOpen",0
5582,roger federer needed second successive five setter reach third round overcame fellow veteran coruhuntzrd,Roger Federer needed a second successive five-setter to reach the #USOpen third round as he overcame fellow veteran… https://t.co/ruH9unTzRd,1
5583,rt roger win nd setter row new york mikhail youzhny worrying,RT @WeAreTennis: Roger #Federer wins a 2nd 5-setter in a row in New-York vs Mikhail Youzhny 6-1 6-7 4-6 6-4 6-2! Worrying? 🤔 #USOpen https:…,0
5584,rt congrats roger win worried im flying nyc come watch win lose youzhny,RT @djsbu: Congrats Roger for this win. I was worried I'm flying to NYC to come watch you win no.20 &amp; you lose to Youzhny  #USOpen #Usopen2…,0
5585,rt federer knew would struggle first round maybe struggled thought play tennis,"RT @Ubitennis: Federer:""I knew I would struggle in first rounds, maybe I struggled more than I thought, now on to play tennis""#USOpen",0
5586,rt nadal win federer say changing guard take year coqawtfuhw,RT @NatSportUAE: Nadal wins after Federer says changing of the guard to take a few more years. https://t.co/q6Aw6TFuhW #USOpen #Federer #Na…,0
5587,rt this first time federer started major tournament two straight five setter,RT @kumaraishwarya: This is the first time Federer has started off any major tournament with two straight five setters. #USOpen,0
5588,rt roger federer come another five setter defeating mikhail youzhny reach third round,"RT @stu_fraser: Roger Federer comes through another five-setter, defeating Mikhail Youzhny to reach the third round #USOpen",0
5589,rt federer my back better first round happy grind,"RT @Ubitennis: Federer:""My back is better than the first round. Happy to be through, it was a grind""#USOpen",1
5590,rt federer knew would struggle first round maybe struggled thought play tennis,"RT @Ubitennis: Federer:""I knew I would struggle in first rounds, maybe I struggled more than I thought, now on to play tennis""#USOpen",0
5591,rt federer the surface little bit slower year easy hit ace winner,"RT @Ubitennis: Federer:""The surface is a little bit slower this year, not so easy to hit aces and winners at will""#USOpen",1
5592,rt it wasnt easy got end roger battle past second round,"RT @AustralianOpen: It wasn't easy, but he got there in the end. Roger #Federer battles past #Youzhny in the #USOpen second round: https://…",0
5593,love many federer fan cant bother watching early round match rflyf he latter stage,"Love how so many Federer fans can't bother watching his early round matches but will be all ""RF4LYF"" when he's in the latter stages #USOpen",0
5594,rt federer survives youzhny set reach rd round,RT @ATPWorldTour: Federer survives Youzhny in 5 sets to reach the #usopen 3rd Round.,0
5595,roger federer needed second successive five setter reach third round overcame fellow veteran coyspdnptpl,Roger Federer needed a second successive five-setter to reach the #USOpen third round as he overcame fellow veteran… https://t.co/YSpdnPT8pL,1
5596,nadal win federer say changing guard take year coqawtfuhw cosgswatbvf,Nadal wins after Federer says changing of the guard to take a few more years. https://t.co/q6Aw6TFuhW #USOpen… https://t.co/SgsWaT6BVf,0
5597,rt roger federer survives another five set match beat mikhail youhzny reach,"RT @josemorgado: Roger Federer survives another five sets match, beats Mikhail Youhzny 6-1, 6-7(3), 4-6, 6-4, 6-2 to reach the #USOpen R3.…",0
5598,rt federer these five set battle actually quite lot fun feel quite warmed,RT @BellshawGeorge: Federer: 'These five-set battles are actually quite a lot of fun. I feel quite warmed up by now.' #USOpen,1
5599,two day match in ashe go the distance including second straight five setter for federer comiprcvxfli,"Two Day Matches In Ashe Go The Distance, Including A Second Straight Five-Setter For Federer… https://t.co/mIPrCVxFlI",1
5600,rt it wasnt easy got end roger battle past second round,"RT @AustralianOpen: It wasn't easy, but he got there in the end. Roger #Federer battles past #Youzhny in the #USOpen second round: https://…",0
5601,well done roger,@WilsonTennis @rogerfederer well done Roger!!!     #wasscared     #USOpen,1
